sep=,
"Time","PKG","CORE"
2025-08-29 00:01:00,7.35e-7,2.89e-7
2025-08-29 00:01:15,7.62e-7,2.98e-7
2025-08-29 00:01:30,7.97e-7,3.18e-7
2025-08-29 00:01:45,8.26e-7,3.33e-7
2025-08-29 00:02:00,8.26e-7,3.36e-7
2025-08-29 00:02:15,8.44e-7,3.49e-7
2025-08-29 00:02:30,8.6e-7,3.64e-7
2025-08-29 00:02:45,8.62e-7,3.68e-7
2025-08-29 00:03:00,9.01e-7,3.94e-7
2025-08-29 00:03:15,9.06e-7,4.03e-7
2025-08-29 00:03:30,9.22e-7,4.09e-7
2025-08-29 00:03:45,9.45e-7,4.15e-7
2025-08-29 00:04:00,9.8e-7,4.28e-7
2025-08-29 00:04:15,0.00000102,4.53e-7
2025-08-29 00:04:30,0.00000105,4.71e-7
2025-08-29 00:04:45,0.00000106,4.79e-7
2025-08-29 00:05:00,0.00000106,4.78e-7
2025-08-29 00:05:15,0.00000108,4.85e-7
2025-08-29 00:05:30,0.00000109,4.91e-7
2025-08-29 00:05:45,0.00000114,5.05e-7
2025-08-29 00:06:00,0.00000132,6e-7
2025-08-29 00:06:15,0.00000141,6.44e-7
2025-08-29 00:06:30,0.00000156,7.22e-7
2025-08-29 00:06:45,0.00000169,7.73e-7
2025-08-29 00:07:00,0.00000192,9.08e-7
2025-08-29 00:07:15,0.00000204,9.49e-7
2025-08-29 00:07:30,0.00000228,0.00000110
2025-08-29 00:07:45,0.00000242,0.00000115
2025-08-29 00:08:00,0.00000267,0.00000128
2025-08-29 00:08:15,0.00000284,0.00000135
2025-08-29 00:08:30,0.00000308,0.00000149
2025-08-29 00:08:45,0.00000329,0.00000158
2025-08-29 00:09:00,0.00000343,0.00000167
2025-08-29 00:09:15,0.00000377,0.00000186
2025-08-29 00:09:30,0.00000389,0.00000186
2025-08-29 00:09:45,0.00000389,0.00000186
2025-08-29 00:10:00,0.00000391,0.00000187

